datetime_utc,unix_timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2024-11-28 09:00:00,1732784400,2,587.46,0.74,19.36,81.54,19.07,11.88,14.38,3.67
2024-11-28 10:00:00,1732788000,2,614.17,0.27,21.93,70.1,19.55,11.19,14.13,3.96
2024-11-28 11:00:00,1732791600,2,634.19,0.01,23.31,64.37,20.03,12.19,15.74,4.37
2024-11-28 12:00:00,1732795200,2,627.52,0,22.62,65.8,20.03,14.15,18.81,4.88
2024-11-28 13:00:00,1732798800,2,654.22,0,24.68,64.37,22.65,16.72,22.93,6.02
2024-11-28 14:00:00,1732802400,2,640.87,0,25.02,62.23,23.6,17.16,23.95,6.59
2024-11-28 15:00:00,1732806000,2,620.84,0,23.99,62.94,22.65,17.15,23.89,6.78
2024-11-28 16:00:00,1732809600,2,600.81,0,23.65,64.37,21.7,16.58,22.83,6.4
2024-11-28 17:00:00,1732813200,2,534.06,0,21.42,70.1,19.55,14.01,18.99,5.07
2024-11-28 18:00:00,1732816800,2,487.33,0,19.36,77.25,18.12,13.06,17.46,4.37
2024-11-28 19:00:00,1732820400,2,467.3,0,18.16,81.54,17.4,13.44,17.9,4.18
2024-11-28 20:00:00,1732824000,2,467.3,0,19.02,80.82,18.36,14.64,19.47,4.43
2024-11-28 21:00:00,1732827600,2,473.98,0,20.91,77.25,20.03,16.5,21.88,4.81
2024-11-28 22:00:00,1732831200,2,480.65,0,22.62,73.67,20.98,17.94,23.3,4.94
2024-11-28 23:00:00,1732834800,2,507.35,0,24.68,67.95,22.17,18.45,23.69,5.26
2024-11-29 00:00:00,1732838400,2,614.17,0.02,29.47,58.65,24.8,21.13,27.12,6.59
2024-11-29 01:00:00,1732842000,2,801.09,0.54,37.7,47.92,30.99,24.17,31.37,8.11
2024-11-29 02:00:00,1732845600,3,867.84,1.93,41.47,43.27,36.72,25.09,32.82,8.61
2024-11-29 03:00:00,1732849200,2,821.11,3.16,40.78,46.49,40.05,24.82,32.58,8.49
2024-11-29 04:00:00,1732852800,2,694.27,4.58,31.53,69.38,35.76,23.5,30.3,6.9
2024-11-29 05:00:00,1732856400,3,674.25,3.69,31.19,83.68,37.19,26.23,32.81,6.46
2024-11-29 06:00:00,1732860000,3,700.95,3.02,32.22,94.41,40.05,29.52,36.29,6.4
2024-11-29 07:00:00,1732863600,3,707.63,2.51,33.93,97.27,41.01,30.45,37.37,6.33
2024-11-29 08:00:00,1732867200,3,767.71,2.37,41.81,90.12,47.21,31.61,39.22,7.09
2024-11-29 09:00:00,1732870800,3,881.2,1.82,51.41,78.68,53.41,33.34,42.57,8.11
2024-11-29 10:00:00,1732874400,4,2056.12,2.63,101.45,32.54,70.57,61.34,81.38,18.24
2024-11-29 11:00:00,1732878000,5,3685,20.12,137.09,0.59,82.97,104.98,138.31,29.64
2024-11-29 12:00:00,1732881600,5,4806.52,48.28,137.09,0,85.83,151.84,197.24,38.5
2024-11-29 13:00:00,1732885200,5,5874.63,74.21,132.98,0,87.74,211.88,270.81,40.53
2024-11-29 14:00:00,1732888800,5,6622.31,92.98,126.12,0,81.06,264.98,335.46,35.97
2024-11-29 15:00:00,1732892400,5,6248.47,86.72,112.41,0,64.85,266.13,335.52,28.63
2024-11-29 16:00:00,1732896000,5,4646.3,59.01,89.11,0,43.87,196.87,248.83,21.53
2024-11-29 17:00:00,1732899600,5,3204.35,38.89,69.92,0,32.42,126.73,158.58,17.48
2024-11-29 18:00:00,1732903200,5,2136.23,23.92,56.89,0.02,25.75,81.03,99.71,16.21
2024-11-29 19:00:00,1732906800,3,894.55,4.47,44.55,2.03,25.03,31.86,39.97,10.89
2024-11-29 20:00:00,1732910400,2,600.81,1.3,37.7,5.99,23.13,21.54,27.61,9.25
2024-11-29 21:00:00,1732914000,2,554.08,0.75,35.99,8.85,23.13,20.5,26.39,8.36
2024-11-29 22:00:00,1732917600,2,567.44,0.64,36.67,10.19,24.8,22.2,28.9,8.04
2024-11-29 23:00:00,1732921200,2,600.81,0.76,37.36,9.66,26.23,24.03,32.19,8.61
2024-11-30 00:00:00,1732924800,3,747.68,2.54,38.04,6.79,27.42,29.4,40.27,10.26
2024-11-30 01:00:00,1732928400,3,1041.41,11.29,37.01,8.05,34.33,37.36,51.48,12.92
2024-11-30 02:00:00,1732932000,3,1241.68,18.78,38.39,13.59,43.87,43.7,60.27,15.33
2024-11-30 03:00:00,1732935600,3,1228.33,18.78,43.87,25.75,52.93,46.84,64.56,15.83
2024-11-30 04:00:00,1732939200,3,801.09,9.61,31.53,84.4,43.39,40.78,54.55,9.75
2024-11-30 05:00:00,1732942800,4,754.36,4.86,29.47,143.05,44.82,56.07,69.86,8.99
2024-11-30 06:00:00,1732946400,5,807.76,2.88,26.05,194.55,50.07,74.83,88.97,8.61
2024-11-30 07:00:00,1732950000,4,667.57,1.09,23.99,167.37,39.58,55.41,65.83,6.4
2024-11-30 08:00:00,1732953600,3,627.52,0.63,28.79,123.02,37.19,38.87,47.82,6.33
2024-11-30 09:00:00,1732957200,3,660.9,0.29,33.24,100.14,39.1,32.19,41.28,6.71
2024-11-30 10:00:00,1732960800,3,714.3,0.06,36.67,82.25,40.05,28.6,38.42,7.22
2024-11-30 11:00:00,1732964400,3,754.36,0,39.76,66.52,41.01,26.61,36.77,7.54
2024-11-30 12:00:00,1732968000,3,774.38,0,40.78,57.22,41.96,27.42,38.59,8.23
2024-11-30 13:00:00,1732971600,3,1268.39,0.01,63.75,34.69,53.88,49.94,69.52,15.2
2024-11-30 14:00:00,1732975200,5,1842.5,0.71,87.74,11.09,63.9,78.89,106.37,22.29
2024-11-30 15:00:00,1732978800,5,2189.64,6.09,91.85,1.01,66.76,96.67,127.96,25.59
2024-11-30 16:00:00,1732982400,5,2510.07,16.32,90.48,0.02,65.8,113.88,147.93,25.59
2024-11-30 17:00:00,1732986000,5,2803.8,25.03,90.48,0,58.17,128.52,165.33,23.31
2024-11-30 18:00:00,1732989600,5,2830.51,27.49,87.74,0,46.25,132.18,168.61,19
2024-11-30 19:00:00,1732993200,5,2536.77,21.01,78.14,0,30.04,121.53,153.89,15.58
2024-11-30 20:00:00,1732996800,5,2216.34,16.54,63.75,0.01,22.17,107.37,134.09,13.68
2024-11-30 21:00:00,1733000400,5,2002.72,15.65,52.78,0.01,21.22,96.26,118.39,12.79
2024-11-30 22:00:00,1733004000,5,1642.23,16.54,43.87,0.02,26.7,77.44,94.95,12.67
2024-11-30 23:00:00,1733007600,4,1348.5,16.09,37.01,0.03,29.33,59.82,73.71,13.43
2024-12-01 00:00:00,1733011200,3,1241.68,16.76,31.87,0.18,30.99,49.91,62.71,15.33
2024-12-01 01:00:00,1733014800,3,1361.85,23.69,30.16,2.57,37.67,48.53,62.34,17.73
2024-12-01 02:00:00,1733018400,3,1482.01,28.16,32.9,7.33,45.3,48.78,64.21,19.51
2024-12-01 03:00:00,1733022000,3,1375.2,24.14,38.39,22.17,50.07,46.12,61.66,18.24
2024-12-01 04:00:00,1733025600,3,707.63,6.09,25.36,72.96,30.52,26.79,34.87,8.23
2024-12-01 05:00:00,1733029200,3,567.44,2.74,19.88,101.57,26.23,25.96,32.42,6.21
2024-12-01 06:00:00,1733032800,3,554.08,2.07,18.85,121.59,26.7,29.73,36.12,5.95
2024-12-01 07:00:00,1733036400,3,487.33,1.36,15.77,114.44,20.98,24.33,29.5,4.81
2024-12-01 08:00:00,1733040000,2,460.62,0.99,16.11,95.84,18.6,18.57,22.98,4.37
2024-12-01 09:00:00,1733043600,2,467.3,0.59,18.16,82.97,18.6,16.66,21.11,4.43
2024-12-01 10:00:00,1733047200,2,761.03,0.33,40.1,55.79,33.86,23.01,29.44,7.66
2024-12-01 11:00:00,1733050800,3,1268.39,0.62,80.88,17.52,62.94,39.02,48.94,13.05
2024-12-01 12:00:00,1733054400,4,1815.8,4.41,113.79,1.88,82.97,69.64,84.34,17.23
2024-12-01 13:00:00,1733058000,5,2002.72,1.33,105.56,7.51,68.66,108.51,128.85,15.45
2024-12-01 14:00:00,1733061600,5,1895.9,0.35,75.4,12.52,49.59,120.4,141.98,12.16
2024-12-01 15:00:00,1733065200,5,1815.8,0.78,60.32,8.4,42.92,111.64,132.7,10.51
2024-12-01 16:00:00,1733068800,5,1842.5,3.02,54.15,2.57,38.62,103.04,125.62,9.63
2024-12-01 17:00:00,1733072400,5,1922.61,7.1,50.04,0.36,33.38,96.02,119.53,8.11
2024-12-01 18:00:00,1733076000,5,1922.61,13.75,47.3,0.05,34.33,92.26,116.79,8.36
2024-12-01 19:00:00,1733079600,5,2082.82,24.14,46.61,0,36.24,104.03,131.01,9.5
2024-12-01 20:00:00,1733083200,5,2429.96,38.44,47.98,0,38.15,129.11,160.09,10.89
2024-12-01 21:00:00,1733086800,5,2857.21,54.09,52.09,0,43.39,159.01,194.65,14.69
2024-12-01 22:00:00,1733090400,5,3177.64,64.37,63.75,0,50.07,185.69,226.01,19
2024-12-01 23:00:00,1733094000,5,3524.78,71.53,73.34,0,51.02,211.46,255.93,17.23
2024-12-02 00:00:00,1733097600,5,4058.84,77.78,78.83,0.28,55.79,244.02,294.97,18.24
2024-12-02 01:00:00,1733101200,5,3391.27,79.57,95.96,0.39,91.55,228.7,268.36,12.67
2024-12-02 02:00:00,1733104800,5,3631.59,101.03,104.19,0.75,117.3,236.82,274.16,15.2
2024-12-02 03:00:00,1733108400,5,3898.62,130.53,117.9,1.16,162.12,253.11,288.7,18.75
2024-12-02 04:00:00,1733112000,5,1762.39,41.57,104.19,0.31,103.95,122.22,137.25,6.4
2024-12-02 05:00:00,1733115600,4,1241.68,11.96,94.59,0.26,76.29,71.26,80.51,5.32
2024-12-02 06:00:00,1733119200,4,1108.17,5.64,87.05,1.48,68.66,53.28,61.2,5.51
2024-12-02 07:00:00,1733122800,3,1054.76,4.41,82.25,1.99,62.94,46.6,53.97,5.95
2024-12-02 08:00:00,1733126400,4,1148.22,10.06,82.94,0.17,69.62,52.04,60.05,7.22
2024-12-02 09:00:00,1733130000,4,1255.04,14.53,84.31,0.04,75.34,58.79,67.97,8.36
2024-12-02 10:00:00,1733133600,4,1348.5,15.87,86.37,0.02,79.15,63.87,74.14,9.12
2024-12-02 11:00:00,1733137200,4,1361.85,14.53,87.05,0.04,75.34,65.64,76.29,9.75
2024-12-02 12:00:00,1733140800,4,1308.44,9.28,85,0.31,63.9,65.02,75.6,9.88
2024-12-02 13:00:00,1733144400,4,1495.36,13.41,81.57,0.17,65.8,71.14,86.19,14.31
2024-12-02 14:00:00,1733148000,5,1708.98,21.23,72.66,0.02,69.62,76.67,97.19,17.99
2024-12-02 15:00:00,1733151600,5,1735.69,23.47,61.69,0.01,64.85,75.47,99,17.99
2024-12-02 16:00:00,1733155200,5,1922.61,26.38,52.78,0,52.93,80.32,105.81,16.21
2024-12-02 17:00:00,1733158800,5,2136.23,32.19,45.93,0,43.39,84.95,109.82,12.79
2024-12-02 18:00:00,1733162400,5,2162.93,38.44,42.16,0,41.01,86.07,108.78,10.51
2024-12-02 19:00:00,1733166000,5,2109.53,42.47,40.78,0,39.58,87.54,108.15,8.74
2024-12-02 20:00:00,1733169600,5,2056.12,45.6,40.44,0,37.67,92.05,111.05,7.54
2024-12-02 21:00:00,1733173200,5,2136.23,46.94,41.81,0,34.81,101.87,119.96,7.03
2024-12-02 22:00:00,1733176800,5,2296.45,46.49,43.87,0,31.95,114.66,133.23,7.22
2024-12-02 23:00:00,1733180400,5,2429.96,46.04,43.18,0,31.95,126.65,146.17,7.79
2024-12-03 00:00:00,1733184000,5,2777.1,49.17,41.47,0.09,36.72,143.79,166.34,10.13
2024-12-03 01:00:00,1733187600,5,2937.32,59.9,44.55,0.15,58.17,147.67,169.73,11.02
2024-12-03 02:00:00,1733191200,5,3284.45,80.47,50.04,0.3,79.15,156.36,179.28,12.67
2024-12-03 03:00:00,1733194800,5,3471.37,100.14,56.89,0.46,103.95,163.7,187.76,14.95
2024-12-03 04:00:00,1733198400,5,2429.96,70.63,59.63,0.2,95.37,116.6,133.26,11.4
2024-12-03 05:00:00,1733202000,5,2109.53,58.11,60.32,0.28,91.55,97.24,111.12,10.51
2024-12-03 06:00:00,1733205600,5,2082.82,56.77,67.17,0.97,97.27,92.6,105.67,10.77
2024-12-03 07:00:00,1733209200,5,1869.2,45.6,74.71,6.62,92.51,85.29,97.44,10.51
2024-12-03 08:00:00,1733212800,5,1695.63,31.74,83.63,6.79,84.88,79.14,90.71,10.77
2024-12-03 09:00:00,1733216400,4,1602.17,23.47,89.11,5.54,80.11,73.54,85.01,11.02
2024-12-03 10:00:00,1733220000,5,2964.02,53.2,98.71,1.59,84.88,109.36,128.87,17.23
2024-12-03 11:00:00,1733223600,5,5447.39,116.23,105.56,0.02,91.55,189.63,223.31,21.79
2024-12-03 12:00:00,1733227200,5,7370,157.36,111.04,0,89.65,282.28,330.32,25.84
2024-12-03 13:00:00,1733230800,5,8972.17,194.91,117.9,0,92.51,389.28,452.14,29.39
2024-12-03 14:00:00,1733234400,5,9613.04,214.58,119.27,0,89.65,458.08,528.33,29.39
2024-12-03 15:00:00,1733238000,5,8972.17,203.85,109.67,0,80.11,462.4,528.88,29.64
2024-12-03 16:00:00,1733241600,5,6462.1,144.84,90.48,0,62.94,357.56,408.2,21.28
2024-12-03 17:00:00,1733245200,5,4806.52,102.82,70.6,0,43.39,275.13,313.63,14.44
2024-12-03 18:00:00,1733248800,5,3791.81,73.31,58.95,0,33.38,219.35,247.36,10.77
2024-12-03 19:00:00,1733252400,5,3017.43,48.73,54.84,0,27.89,176.26,194.69,9.12
2024-12-03 20:00:00,1733256000,5,2670.29,36.66,52.78,0,27.42,157.65,170.72,8.23
2024-12-03 21:00:00,1733259600,5,2536.77,31.74,49.35,0,28.13,150.95,161.35,7.79
2024-12-03 22:00:00,1733263200,5,2403.26,27.72,45.24,0,29.09,134.42,143.76,7.6
2024-12-03 23:00:00,1733266800,5,2162.93,27.05,39.76,0,32.42,107.87,118.1,7.92
2024-12-04 00:00:00,1733270400,5,2029.42,32.63,35.3,0.22,40.05,90.01,103.97,9.75
2024-12-04 01:00:00,1733274000,5,2296.45,51.41,36.67,1.35,59.13,90.64,110.18,12.79
2024-12-04 02:00:00,1733277600,5,2616.88,70.63,44.55,1.7,82.02,99.62,124.52,15.83
2024-12-04 03:00:00,1733281200,5,2616.88,76.89,58.26,2.46,99.18,108.7,135.73,17.23
2024-12-04 04:00:00,1733284800,5,1455.31,26.38,69.23,6.44,64.85,77.46,92.24,8.49
2024-12-04 05:00:00,1733288400,4,1081.47,5.76,72.66,14.48,51.98,61.45,71.74,6.71
2024-12-04 06:00:00,1733292000,4,1028.06,0.99,69.23,37.91,51.02,63.82,73.03,6.52
2024-12-04 07:00:00,1733295600,4,881.2,0.21,54.84,62.94,44.35,53.63,60.79,5.89
2024-12-04 08:00:00,1733299200,3,761.03,0.12,47.3,62.23,41.48,38.11,43.48,5.7
2024-12-04 09:00:00,1733302800,3,734.33,0.09,47.3,54.36,41.96,31.41,36.22,5.76
2024-12-04 10:00:00,1733306400,3,1134.87,0.91,74.71,21.82,59.6,40.18,47.48,8.99
2024-12-04 11:00:00,1733310000,4,1949.31,18.1,95.96,0.26,81.06,66.31,78.53,11.78
2024-12-04 12:00:00,1733313600,5,2696.99,43.36,95.96,0,89.65,98.9,115.86,11.15
2024-12-04 13:00:00,1733317200,5,3845.21,66.16,95.96,0,80.11,151.62,175.76,11.4
2024-12-04 14:00:00,1733320800,5,5233.76,91.2,95.96,0,73.43,217.94,247.87,13.68
2024-12-04 15:00:00,1733324400,5,6408.69,118.02,94.59,0,75.34,285.81,320.39,17.23
2024-12-04 16:00:00,1733328000,5,7049.56,141.26,93.22,0,77.25,328.98,364.02,20.52
2024-12-04 17:00:00,1733331600,5,6782.53,148.42,89.11,0,71.53,321.09,349.37,18.75
2024-12-04 18:00:00,1733335200,5,6088.26,139.47,83.63,0,67.71,284.89,307.81,20.52
2024-12-04 19:00:00,1733338800,5,5020.14,116.23,73.34,0,58.65,238.38,257.1,21.03
2024-12-04 20:00:00,1733342400,5,4005.43,95.67,61.01,0,46.73,195.63,212.02,17.23
2024-12-04 21:00:00,1733346000,5,3204.35,80.47,50.04,0,40.05,158.43,173.9,13.93
2024-12-04 22:00:00,1733349600,5,2590.18,69.74,40.78,0,38.15,127.42,142.65,12.16
2024-12-04 23:00:00,1733353200,5,2243.04,65.27,32.9,0,39.1,109.06,124.52,11.4
2024-12-05 00:00:00,1733356800,5,2429.96,69.74,28.1,0.1,45.3,110.81,130.22,13.55
2024-12-05 01:00:00,1733360400,5,3284.45,92.98,30.5,0.76,61.99,134.28,160.21,15.71
2024-12-05 02:00:00,1733364000,5,4219.06,112.65,42.5,2.62,77.25,161.48,196.05,17.23
2024-12-05 03:00:00,1733367600,5,4592.9,97.45,76.77,10.37,83.92,176.41,217.09,19.76
2024-12-05 04:00:00,1733371200,5,2056.12,39.34,89.11,24.68,98.23,95.75,115.84,11.15
2024-12-05 05:00:00,1733374800,4,1548.77,19.22,90.48,38.62,89.65,74.41,88.2,10.64
2024-12-05 06:00:00,1733378400,5,1588.82,15.2,101.45,47.92,99.18,80.18,93.01,11.53
2024-12-05 07:00:00,1733382000,5,1495.36,7.82,111.04,39.7,100.14,76.01,87.78,11.65
2024-12-05 08:00:00,1733385600,4,1321.79,5.76,104.19,32.19,90.6,65.2,76.15,11.02
2024-12-05 09:00:00,1733389200,4,1174.93,3.3,94.59,26.11,77.25,55.41,65.42,10.39
2024-12-05 10:00:00,1733392800,4,1655.58,9.5,111.04,5.99,84.88,69.41,82.21,14.44
2024-12-05 11:00:00,1733396400,5,2857.21,29.95,139.83,0.04,103.95,134.17,155.58,18.49
2024-12-05 12:00:00,1733400000,5,3685,32.19,152.17,0,98.23,229.88,261.29,15.45
2024-12-05 13:00:00,1733403600,5,3471.37,22.35,120.64,0.02,74.39,241.94,274.31,11.78
2024-12-05 14:00:00,1733407200,5,2429.96,13.52,77.46,0.16,53.41,145.72,168.23,9.37
2024-12-05 15:00:00,1733410800,5,1575.47,5.92,58.95,1.63,45.3,75.76,90.37,7.22
2024-12-05 16:00:00,1733414400,4,1628.88,7.82,52.09,0.98,39.58,66.52,81.01,7.03
2024-12-05 17:00:00,1733418000,4,1922.61,17.66,47.3,0.03,35.29,73.17,86.82,6.78
2024-12-05 18:00:00,1733421600,5,2029.42,25.93,46.61,0,35.29,81.05,93.37,8.11
2024-12-05 19:00:00,1733425200,5,2056.12,29.95,45.93,0,32.42,91.3,103.23,10.51
2024-12-05 20:00:00,1733428800,5,2189.64,35.76,45.93,0,30.99,105.11,117.13,11.4
2024-12-05 21:00:00,1733432400,5,2403.26,42.47,47.3,0,30.99,123.06,135.39,11.53
2024-12-05 22:00:00,1733436000,5,2670.29,48.73,50.72,0,30.99,142.12,154.9,10.51
2024-12-05 23:00:00,1733439600,5,2910.61,50.96,50.72,0,31.47,156.46,170.27,9.5
2024-12-06 00:00:00,1733443200,5,3391.27,56.33,47.98,0.35,35.76,176.93,195.14,10.64
2024-12-06 01:00:00,1733446800,5,3150.94,55.43,63.06,4.74,49.59,167.02,185.68,8.61
2024-12-06 02:00:00,1733450400,5,3204.35,52.75,80.2,9.39,62.94,166.55,187.73,10.13
2024-12-06 03:00:00,1733454000,5,3124.24,44.7,98.71,7.6,82.02,162.83,186.55,13.55
2024-12-06 04:00:00,1733457600,4,1335.14,9.28,65.8,29.68,59.13,69.02,79.62,7.09
2024-12-06 05:00:00,1733461200,3,961.3,6.71,45.93,62.23,53.41,44.02,51.82,6.59
2024-12-06 06:00:00,1733464800,3,854.49,4.86,36.33,98.71,49.11,38.73,45.91,6.52
2024-12-06 07:00:00,1733468400,3,807.76,3.63,32.9,124.45,46.73,36.69,43.57,6.59
2024-12-06 08:00:00,1733472000,3,827.79,3.46,37.01,123.02,50.07,34.55,41.45,7.09
2024-12-06 09:00:00,1733475600,3,841.14,3.21,41.81,100.14,49.59,29.07,36.05,7.47
2024-12-06 10:00:00,1733479200,3,1241.68,2.68,66.49,53.64,57.7,32.52,42.22,10.77
2024-12-06 11:00:00,1733482800,3,1976.01,6.54,94.59,5.54,67.71,48.15,62.08,13.43
2024-12-06 12:00:00,1733486400,4,2429.96,26.38,80.88,0.01,66.76,66.58,84.22,12.03
2024-12-06 13:00:00,1733490000,5,2536.77,38,63.75,0,61.99,79.34,99.94,10.51
2024-12-06 14:00:00,1733493600,5,2323.15,37.55,54.15,0,59.13,77.99,99.82,9.63
2024-12-06 15:00:00,1733497200,4,1922.61,29.95,52.78,0,58.17,66.66,87.82,8.99
2024-12-06 16:00:00,1733500800,4,1976.01,30.85,54.15,0,55.31,70.95,95.27,8.74
2024-12-06 17:00:00,1733504400,5,2510.07,43.81,58.26,0,50.07,90.5,120.23,8.11
2024-12-06 18:00:00,1733508000,5,2830.51,50.51,63.75,0,43.87,104.88,137.38,8.49
2024-12-06 19:00:00,1733511600,5,3070.83,53.2,70.6,0,38.15,122.55,153.98,9.37
2024-12-06 20:00:00,1733515200,5,3231.05,52.3,76.77,0,34.33,139.15,167.71,8.87
2024-12-06 21:00:00,1733518800,5,3204.35,46.94,79.51,0,31.47,151.48,175.25,7.98
2024-12-06 22:00:00,1733522400,5,2964.02,38.44,76.77,0,28.85,155.46,174.79,6.97
2024-12-06 23:00:00,1733526000,5,2696.99,33.08,67.17,0,27.66,156.43,173.96,6.78
2024-12-07 00:00:00,1733529600,5,2670.29,35.32,55.52,0.42,31.47,162.04,181.06,8.49
2024-12-07 01:00:00,1733533200,5,2937.32,44.26,53.47,4.16,42.44,173.51,195.69,8.74
2024-12-07 02:00:00,1733536800,5,3177.64,43.81,68.55,8.31,53.41,181.88,205.03,8.74
2024-12-07 03:00:00,1733540400,5,3017.43,33.08,87.05,9.48,63.9,171.92,193.71,9.12
2024-12-07 04:00:00,1733544000,5,1762.39,10.84,80.88,14.13,64.85,97.16,109.63,6.65
2024-12-07 05:00:00,1733547600,4,1295.09,3.86,66.49,21.28,56.27,59.68,68.57,6.71
2024-12-07 06:00:00,1733551200,3,1054.76,2.85,53.47,33.26,49.11,44.11,51.34,6.14
2024-12-07 07:00:00,1733554800,3,907.9,2.18,48.67,40.05,43.87,34.2,40.18,5.95
2024-12-07 08:00:00,1733558400,3,894.55,1.05,53.47,30.76,46.73,30.63,36.25,6.33
2024-12-07 09:00:00,1733562000,3,934.6,0.54,58.95,19.85,50.54,29.94,35.56,6.71
2024-12-07 10:00:00,1733565600,3,1415.25,8.05,74.03,5.19,62.94,41.4,49.63,9.63
2024-12-07 11:00:00,1733569200,4,2323.15,31.74,87.74,0.09,82.02,68.17,81.17,11.78
2024-12-07 12:00:00,1733572800,5,3097.53,56.77,98.71,0,94.41,100.05,117.12,11.4
2024-12-07 13:00:00,1733576400,5,4486.08,84.94,106.93,0,85.83,156.78,184.57,13.43
2024-12-07 14:00:00,1733580000,5,5928.04,112.65,105.56,0,75.34,224.41,265.47,17.48
2024-12-07 15:00:00,1733583600,5,6942.75,134.11,101.45,0,73.43,285.36,337.6,24.32
2024-12-07 16:00:00,1733587200,5,7370,146.63,97.33,0,73.43,324.1,381.47,30.91
2024-12-07 17:00:00,1733590800,5,7370,151.99,91.85,0,59.6,330.93,380.38,24.07
2024-12-07 18:00:00,1733594400,5,6942.75,146.63,84.31,0,44.82,321.86,360.59,17.99
2024-12-07 19:00:00,1733598000,5,5874.63,119.81,69.92,0,29.33,281.95,306.94,13.81
2024-12-07 20:00:00,1733601600,5,4753.11,85.83,55.52,0,20.74,233.41,248.38,10.64
2024-12-07 21:00:00,1733605200,5,3898.62,59.01,45.93,0,17.4,192.12,202.09,8.87
2024-12-07 22:00:00,1733608800,5,2910.61,33.53,42.16,0,17.17,139.9,147.46,8.11
2024-12-07 23:00:00,1733612400,5,2243.04,23.02,34.27,0,17.88,100.76,108.6,7.22
2024-12-08 00:00:00,1733616000,4,1815.8,21.01,28.1,0.18,21.7,72.94,83.26,7.92
2024-12-08 01:00:00,1733619600,4,1575.47,27.94,25.7,1.94,33.38,52.84,65.53,8.87
2024-12-08 02:00:00,1733623200,3,1562.12,33.53,28.45,6.44,43.39,47.17,62.11,11.65
2024-12-08 03:00:00,1733626800,3,1428.6,26.15,37.7,22.89,48.16,43.97,59.45,14.57
2024-12-08 04:00:00,1733630400,2,714.3,6.65,28.79,70.81,35.29,24.15,31.86,7.6
2024-12-08 05:00:00,1733634000,2,567.44,2.96,25.02,87.26,31.47,19.4,25.05,6.08
2024-12-08 06:00:00,1733637600,2,547.41,1.87,25.36,85.12,31.95,17.32,22.44,5.57
2024-12-08 07:00:00,1733641200,2,480.65,0.78,22.62,69.38,25.75,11.76,15.72,4.5
2024-12-08 08:00:00,1733644800,2,453.95,0.44,21.76,55.07,22.41,8.58,11.91,4.18
2024-12-08 09:00:00,1733648400,2,467.3,0.17,21.42,50.78,21.22,7.95,11.24,4.24
2024-12-08 10:00:00,1733652000,2,767.71,0.07,38.39,34.69,32.42,14.29,19.82,7.6
2024-12-08 11:00:00,1733655600,2,1161.58,0.32,57.58,15.74,41.96,23.85,32.3,11.65
2024-12-08 12:00:00,1733659200,3,1428.6,1.52,66.49,6.53,44.82,32.82,43.86,14.69
2024-12-08 13:00:00,1733662800,3,1708.98,4.19,67.86,2.15,43.39,45.04,60.74,17.48
2024-12-08 14:00:00,1733666400,4,1869.2,6.48,63.75,0.88,39.1,55.59,74.69,16.72
2024-12-08 15:00:00,1733670000,4,1842.5,7.1,59.63,0.75,36.24,61.53,81.5,14.06
2024-12-08 16:00:00,1733673600,4,1682.28,6.37,56.21,0.93,33.38,58.22,75.81,11.4
2024-12-08 17:00:00,1733677200,3,1321.79,2.54,51.41,3.76,28.85,42.63,54.94,9.37
2024-12-08 18:00:00,1733680800,3,988.01,0.47,45.93,12.16,29.09,29.8,38.37,9.25
2024-12-08 19:00:00,1733684400,2,774.38,0.05,39.76,23.96,29.8,20.77,26.79,8.36
2024-12-08 20:00:00,1733688000,2,727.65,0.02,35.99,30.04,28.37,18.51,23.77,7.73
2024-12-08 21:00:00,1733691600,2,714.3,0.02,33.93,30.76,27.66,18.16,23.15,7.35
2024-12-08 22:00:00,1733695200,2,720.98,0.03,33.24,28.97,27.18,18.19,23.06,6.97
2024-12-08 23:00:00,1733698800,2,767.71,0.08,35.99,23.25,29.09,19.78,25.16,7.28
2024-12-09 00:00:00,1733702400,3,988.01,1.33,43.18,13.77,34.33,26.42,34.01,9.25
2024-12-09 01:00:00,1733706000,3,1321.79,9.95,45.93,14.31,43.39,34.53,44.7,11.78
2024-12-09 02:00:00,1733709600,3,1441.96,16.99,45.93,25.75,51.98,38.65,50.37,13.3
2024-12-09 03:00:00,1733713200,3,1348.5,16.99,47.3,49.35,59.6,44.43,56.74,13.17
2024-12-09 04:00:00,1733716800,3,988.01,4.41,42.16,67.23,46.25,39.65,48.1,8.49
2024-12-09 05:00:00,1733720400,3,894.55,3.27,37.7,77.25,43.87,37.94,44.97,7.28
2024-12-09 06:00:00,1733724000,3,867.84,2.43,36.67,87.98,44.82,40.07,46.8,6.9
2024-12-09 07:00:00,1733727600,3,827.79,0.72,36.33,83.68,41.01,37.88,43.9,6.4
2024-12-09 08:00:00,1733731200,3,754.36,0.42,32.56,72.96,34.33,30.38,35.34,5.64
2024-12-09 09:00:00,1733734800,2,700.95,0.23,28.1,62.94,27.18,22.78,26.8,4.88
2024-12-09 10:00:00,1733738400,3,988.01,0.13,43.18,38.62,33.86,25.54,31.26,7.98
2024-12-09 11:00:00,1733742000,3,1415.25,1.16,63.75,11,43.39,34.94,43.8,12.92
2024-12-09 12:00:00,1733745600,3,1668.93,6.26,67.17,1.37,47.21,44.66,56.86,17.23
